company_id,company_name,ticker,CIK,sector_id,industry_id,country_id,exchange,market_cap,IPO_year
713,"CAPRICOR THERAPEUTICS, INC.",CAPR,1133869,1,7,1,NASDAQ,169872198.0,
714,"AVIS BUDGET GROUP, INC.",CAR,723612,3,105,1,NASDAQ,3573879059.0,
715,"Cara Therapeutics, Inc.",CARA,1346830,1,1,1,NASDAQ,37401383.0,2014
716,"Carter Bankshares, Inc.",CARE,1829576,2,2,1,NASDAQ,278799096.0,
717,"CarGurus, Inc.",CARG,1494259,4,8,1,NASDAQ,2494737040.0,2017
718,Carisma Therapeutics Inc.,CARM,1485003,1,1,1,NASDAQ,68129756.0,2014
719,CARRIER GLOBAL Corp,CARR,1783180,5,4,1,NYSE,54351024844.0,2020
720,Cars.com Inc.,CARS,1683606,4,8,1,NYSE,1118448382.0,2017
721,Maplebear Inc.,CART,1579091,3,11,1,NASDAQ,9244844482.0,2023
722,CARVER BANCORP INC,CARV,1016178,2,20,1,NASDAQ,7976979.0,
723,"PATHWARD FINANCIAL, INC.",CASH,907471,2,2,1,NASDAQ,1329089009.0,1993
724,CASS INFORMATION SYSTEMS INC,CASS,708781,3,11,1,NASDAQ,595379107.0,
725,CASEYS GENERAL STORES INC,CASY,726958,11,36,1,NASDAQ,11846609716.0,1983
726,CATERPILLAR INC,CAT,18230,5,74,1,NYSE,171476166629.0,
727,CAMBRIDGE BANCORP,CATC,711772,2,2,1,NASDAQ,504373663.0,
728,CATO CORP,CATO,18255,3,38,1,NYSE,94605412.0,
729,CATHAY GENERAL BANCORP,CATY,861842,2,2,1,NASDAQ,2546347620.0,
730,"Collective Audience, Inc.",CAUD,1854583,3,28,1,NASDAQ,5144203.0,2021
731,"CAVA GROUP, INC.",CAVA,1639438,3,17,1,NYSE,7884394711.0,2023
732,Chubb Ltd,CB,896159,2,15,11,NYSE,99593496478.0,
733,COLONY BANKCORP INC,CBAN,711669,2,2,1,NASDAQ,189632999.0,
734,"CBAK Energy Technology, Inc.",CBAT,1117171,11,4,3,NASDAQ,94415150.0,
735,"CB Financial Services, Inc.",CBFV,1605301,2,2,1,NASDAQ,116388873.0,
736,CBL & ASSOCIATES PROPERTIES INC,CBL,910612,6,3,1,NYSE,707431832.0,2021
737,Capital Bancorp Inc,CBNK,1419536,2,2,1,NASDAQ,272231901.0,2018
738,"CBRE GROUP, INC.",CBRE,1138118,2,21,1,NYSE,26696420764.0,
739,Chain Bridge I,CBRG,1845149,2,6,1,NASDAQ,0.0,2021
740,"CRACKER BARREL OLD COUNTRY STORE, INC",CBRL,1067294,3,17,1,NASDAQ,1316968422.0,1981
741,COMMERCE BANCSHARES INC /MO/,CBSH,22356,2,2,1,NASDAQ,7196492660.0,
742,CABOT CORP,CBT,16040,5,14,1,NYSE,5187760149.0,
743,"COMMUNITY BANK SYSTEM, INC.",CBU,723188,2,2,1,NYSE,2380585758.0,
744,"Cibus, Inc.",CBUS,1705843,5,93,1,NASDAQ,382251023.0,2017
745,"CBIZ, Inc.",CBZ,944148,3,11,1,NYSE,3639713716.0,
746,Chemours Co,CC,1627223,5,14,1,NYSE,4065263291.0,2015
747,"Crescent Capital BDC, Inc.",CCAP,1633336,2,10,1,NASDAQ,643017840.0,
748,COASTAL FINANCIAL CORP,CCB,1437958,2,2,1,NASDAQ,543330109.0,2018
749,CAPITAL CITY BANK GROUP INC,CCBG,726601,2,2,1,NASDAQ,457806291.0,
750,"C4 Therapeutics, Inc.",CCCC,1662579,1,7,1,NASDAQ,423266128.0,2020
751,CCC Intelligent Solutions Holdings Inc.,CCCS,1818201,4,5,1,NASDAQ,6953489766.0,
752,CROWN CASTLE INC.,CCI,1051470,6,3,1,NYSE,40633864873.0,
753,"CROWN HOLDINGS, INC.",CCK,1219601,5,78,1,NYSE,9733921231.0,
754,CARNIVAL CORP,CCL,815097,3,51,1,NYSE,19754736408.0,1987
755,"CareCloud, Inc.",CCLD,1582982,4,5,1,NASDAQ,17409583.0,2014
756,CNB FINANCIAL CORP/PA,CCNE,736772,2,2,1,NASDAQ,400943165.0,
757,"Clear Channel Outdoor Holdings, Inc.",CCO,1334978,3,50,1,NYSE,696556986.0,2005
758,"COGENT COMMUNICATIONS HOLDINGS, INC.",CCOI,1158324,3,16,1,NASDAQ,3120114895.0,
759,CoreCard Corp,CCRD,320340,4,5,1,NYSE,98881263.0,1986
760,CROSS COUNTRY HEALTHCARE INC,CCRN,1141103,3,28,1,NASDAQ,595198104.0,2001
761,"Century Communities, Inc.",CCS,1576940,3,34,1,NYSE,2504475154.0,2014
762,"Consensus Cloud Solutions, Inc.",CCSI,1866633,4,5,1,NASDAQ,235711350.0,
763,Cactus Acquisition Corp. 1 Ltd,CCTS,1865861,2,6,1,NASDAQ,0.0,2021
764,Compass Digital Acquisition Corp.,CDAQ,1851909,2,6,1,NASDAQ,0.0,2021
765,"Coeur Mining, Inc.",CDE,215466,12,87,1,NYSE,1908145761.0,
766,"Cardio Diagnostics Holdings, Inc.",CDIO,1870144,1,53,1,NASDAQ,14897872.0,2022
767,"Cardlytics, Inc.",CDLX,1666071,4,25,1,NASDAQ,542983046.0,2018
768,"Avid Bioservices, Inc.",CDMO,704562,1,1,1,NASDAQ,464808399.0,
769,"CareDx, Inc.",CDNA,1217234,1,23,1,NASDAQ,391445634.0,2014
770,CADENCE DESIGN SYSTEMS INC,CDNS,813672,4,5,1,NASDAQ,76883015990.0,
771,COPT DEFENSE PROPERTIES,CDP,860546,6,3,1,NYSE,2659520275.0,
772,"Cadre Holdings, Inc.",CDRE,1860543,1,24,1,NYSE,1244895880.0,2021
773,CONDUIT PHARMACEUTICALS INC.,CDT,1896212,1,1,1,NASDAQ,234039629.0,2022
774,"Cidara Therapeutics, Inc.",CDTX,1610618,1,7,1,NASDAQ,1152298303.0,2015
775,CDW Corp,CDW,1402057,3,41,1,NASDAQ,32514954729.0,2013
776,ChromaDex Corp.,CDXC,1386570,1,56,1,NASDAQ,259063366.0,
777,"CODEXIS, INC.",CDXS,1200375,5,14,1,NASDAQ,187007680.0,2010
778,CADIZ INC,CDZI,727273,8,81,1,NASDAQ,150892763.0,
779,Celanese Corp,CE,1306830,5,14,1,NYSE,16824953753.0,2005
780,CEA Industries Inc.,CEAD,1482541,,,1,NASDAQ,5935345.0,
781,CECO ENVIRONMENTAL CORP,CECO,3197,5,129,1,NASDAQ,882420661.0,1998
782,Constellation Energy Corp,CEG,1868275,8,31,1,NASDAQ,59650475763.0,
783,CONSOL Energy Inc.,CEIX,1710366,7,85,1,NYSE,2537904626.0,2017
784,Celcuity Inc.,CELC,1603454,1,23,1,NASDAQ,484813670.0,2017
785,"Celsius Holdings, Inc.",CELH,1341766,9,48,1,NASDAQ,17031136392.0,
786,Celularity Inc,CELU,1752828,1,1,1,NASDAQ,65784240.0,2019
787,"CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.",CELZ,1187953,2,10,1,NASDAQ,5860624.0,
788,Cenntro Inc.,CENN,1707919,3,61,27,NASDAQ,45318329.0,
789,CENTRAL GARDEN & PET CO,CENT,887733,3,97,1,NASDAQ,2837463004.0,1993
790,CENTURY ALUMINUM CO,CENX,949157,5,137,1,NASDAQ,1665745916.0,1996
791,"Cerevel Therapeutics Holdings, Inc.",CERE,1805387,1,1,1,NASDAQ,7711553191.0,2020
792,"CERO THERAPEUTICS HOLDINGS, INC.",CERO,1870404,1,7,1,NASDAQ,20171284.0,2021
793,CERUS CORP,CERS,1020214,4,8,1,NASDAQ,309993460.0,1997
794,"Certara, Inc.",CERT,1827090,4,5,1,NASDAQ,2648803067.0,2020
795,Cetus Capital Acquisition Corp.,CETU,1936702,2,6,19,NASDAQ,0.0,2023
796,CEMTREX INC,CETX,1435064,4,32,1,NASDAQ,1895395.0,
797,"Clean Energy Technologies, Inc.",CETY,1329606,8,49,1,NASDAQ,62043361.0,
798,CEVA INC,CEVA,1173489,4,12,1,NASDAQ,472195072.0,
799,"CF Industries Holdings, Inc.",CF,1324404,5,93,1,NYSE,15067031680.0,2005
800,"CROSSFIRST BANKSHARES, INC.",CFB,1458412,2,2,1,NASDAQ,617309440.0,2019
801,CF BANKSHARES INC.,CFBK,1070680,2,2,1,NASDAQ,116489626.0,
802,C & F FINANCIAL CORP,CFFI,913341,2,2,1,NASDAQ,130014806.0,
803,"Capitol Federal Financial, Inc.",CFFN,1490906,2,20,1,NASDAQ,643255610.0,
804,CF Acquisition Corp. VII,CFFS,1839519,2,6,1,NASDAQ,0.0,2022
805,CITIZENS FINANCIAL GROUP INC/RI,CFG,759944,2,2,1,NYSE,16125298813.0,2014
806,"Confluent, Inc.",CFLT,1699838,4,5,1,NASDAQ,9300500454.0,2021
807,"CULLEN/FROST BANKERS, INC.",CFR,39263,2,2,1,NYSE,6874845568.0,
808,"CFSB Bancorp, Inc. /MA/",CFSB,1879103,2,20,1,NASDAQ,45698903.0,2022
809,Carlyle Group Inc.,CG,1527166,2,19,1,NASDAQ,16697064551.0,2012
810,"China Green Agriculture, Inc.",CGA,857949,5,93,3,NYSE,42565665.0,
811,"Carlyle Secured Lending, Inc.",CGBD,1544206,2,10,1,NASDAQ,868085542.0,2017
812,Canopy Growth Corp,CGC,1737927,1,113,2,NASDAQ,811831122.0,
813,"Cullinan Therapeutics, Inc.",CGEM,1789972,1,7,1,NASDAQ,1089560819.0,2021
814,COGNEX CORP,CGNX,851205,5,4,1,NASDAQ,6970045613.0,1989
815,COGNITION THERAPEUTICS INC,CGTX,1455365,1,7,1,NASDAQ,76050296.0,2021
816,"Comstock Holding Companies, Inc.",CHCI,1299969,2,21,1,NASDAQ,69917921.0,2004
817,CITY HOLDING CO,CHCO,726854,2,2,1,NASDAQ,1542574549.0,
818,Community Healthcare Trust Inc,CHCT,1631569,6,3,1,NYSE,728845022.0,2015
819,CHURCH & DWIGHT CO INC /DE/,CHD,313927,3,72,1,NYSE,25918364154.0,
820,Churchill Downs Inc,CHDN,20212,3,45,1,NASDAQ,9536799938.0,
821,CHEMED CORP,CHE,19584,1,39,1,NYSE,8471921259.0,
822,"Chefs' Warehouse, Inc.",CHEF,1517175,3,95,1,NASDAQ,1331452292.0,2011
823,"CHEGG, INC",CHGG,1364954,6,22,1,NYSE,730938063.0,2013
824,CHOICE HOTELS INTERNATIONAL INC /DE,CHH,1046311,3,33,1,NYSE,5900132524.0,
825,CHESAPEAKE ENERGY CORP,CHK,895126,7,13,1,NASDAQ,12040966526.0,
826,CHEMUNG FINANCIAL CORP,CHMG,763563,2,2,1,NASDAQ,204564022.0,
827,Cherry Hill Mortgage Investment Corp,CHMI,1571776,6,3,,NYSE,102968494.0,2013
828,"ChargePoint Holdings, Inc.",CHPT,1777393,11,36,1,NYSE,537666579.0,2019
829,"Cheer Holding, Inc.",CHR,1738758,4,8,3,NASDAQ,27692533.0,2018
830,Chord Energy Corp,CHRD,1486159,7,13,1,NASDAQ,7690088908.0,
831,"Coherus BioSciences, Inc.",CHRS,1512762,1,7,1,NASDAQ,229937556.0,2014
832,"C. H. ROBINSON WORLDWIDE, INC.",CHRW,1043277,3,84,1,NASDAQ,8208069167.0,1997
833,CHS INC,CHSCP,823277,5,66,1,NASDAQ,369019130.0,
834,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,1091667,10,94,1,NASDAQ,36975854116.0,
835,"CHUY'S HOLDINGS, INC.",CHUY,1524931,3,17,1,NASDAQ,525772430.0,2012
836,"Chewy, Inc.",CHWY,1766502,3,41,1,NYSE,6889061583.0,2019
837,ChampionX Corp,CHX,1723089,5,4,1,NASDAQ,6661746000.0,
838,Cigna Group,CI,1739940,1,23,1,NYSE,103631084648.0,
839,"CITIZENS, INC.",CIA,24090,2,58,1,NYSE,103110588.0,1994
840,CIENA CORP,CIEN,936395,8,16,1,NYSE,6739931474.0,1997
841,Cipher Mining Inc.,CIFR,1819989,2,10,1,NASDAQ,1334220449.0,2020
842,CHIMERA INVESTMENT CORP,CIM,1409493,6,3,1,NYSE,1011306223.0,2007
843,CINCINNATI FINANCIAL CORP,CINF,20286,2,15,1,NASDAQ,17371017196.0,
844,Cingulate Inc.,CING,1862150,1,1,1,NASDAQ,4409716.0,2021
845,"City Office REIT, Inc.",CIO,1593222,6,3,2,NYSE,183905572.0,2014
846,CION Investment Corp,CION,1534254,2,67,1,NYSE,615976859.0,2021
847,"CISO Global, Inc.",CISO,1777319,3,28,1,NASDAQ,13801793.0,
848,Cartica Acquisition Corp,CITE,1848437,2,6,1,NASDAQ,0.0,2022
849,"CIVISTA BANCSHARES, INC.",CIVB,944745,2,2,1,NASDAQ,232954356.0,
850,"CIVITAS RESOURCES, INC.",CIVI,1509589,7,13,1,NYSE,7476529573.0,2017
851,"Checkpoint Therapeutics, Inc.",CKPT,1651407,1,1,1,NASDAQ,51031379.0,
852,COLGATE PALMOLIVE CO,CL,21665,3,72,1,NYSE,74914965138.0,
853,Clarus Corp,CLAR,913277,3,59,1,NASDAQ,240123763.0,
854,Core Laboratories Inc. /DE/,CLB,1958086,,,10,NYSE,793749720.0,2023
855,"Columbia Financial, Inc.",CLBK,1723596,2,20,1,NASDAQ,1770029568.0,2018
856,COLOMBIER ACQUISITION CORP. II,CLBR,1995413,,,,NYSE,0.0,2024
857,Chatham Lodging Trust,CLDT,1476045,6,3,1,NYSE,454809944.0,2010
858,"Celldex Therapeutics, Inc.",CLDX,744218,1,53,1,NASDAQ,2029194648.0,
859,CLEVELAND-CLIFFS INC.,CLF,764065,12,109,1,NYSE,8909415831.0,
860,"Clearfield, Inc.",CLFD,796505,8,16,1,NASDAQ,433993861.0,
861,CLEAN HARBORS INC,CLH,822818,5,86,1,NYSE,10464504918.0,
862,ClearSign Technologies Corp,CLIR,1434524,5,4,1,NASDAQ,28892966.0,2012
863,"Climb Global Solutions, Inc.",CLMB,945983,4,92,1,NASDAQ,304930840.0,
864,"Calumet Specialty Products Partners, L.P.",CLMT,1340122,7,75,1,NASDAQ,1245062403.0,2006
865,Clean Energy Fuels Corp.,CLNE,1368265,8,42,1,NASDAQ,542469545.0,2007
866,Clene Inc.,CLNN,1822791,1,1,1,NASDAQ,43653390.0,
867,Clover Leaf Capital Corp.,CLOE,1849058,2,6,1,NASDAQ,441671520.0,2021
868,"CLOVER HEALTH INVESTMENTS, CORP. /DE",CLOV,1801170,1,23,1,NASDAQ,336798873.0,
869,Clipper Realty Inc.,CLPR,1649096,6,3,1,NYSE,63771015.0,2017
870,"ClearPoint Neuro, Inc.",CLPT,1285550,1,9,1,NASDAQ,141895280.0,
871,"Cellectar Biosciences, Inc.",CLRB,1279704,1,1,1,NASDAQ,97749345.0,
872,ClimateRock,CLRC,1903392,2,6,4,NASDAQ,0.0,2022
873,CLEARONE INC,CLRO,840715,8,16,1,NASDAQ,21903007.0,
874,"Clearside Biomedical, Inc.",CLSD,1539029,1,1,1,NASDAQ,100126326.0,2016
875,"CLEANSPARK, INC.",CLSK,827876,2,10,1,NASDAQ,3808785219.0,
876,"Catalyst Bancorp, Inc.",CLST,1849867,2,20,1,NASDAQ,53521352.0,2021
877,Clever Leaves Holdings Inc.,CLVR,1819615,1,113,23,NASDAQ,7212207.0,
878,CLARIVATE PLC,CLVT,1764046,4,8,4,NYSE,4743956249.0,2019
879,Clearwater Paper Corp,CLW,1441236,12,110,1,NYSE,663147217.0,
880,CLOROX CO /DE/,CLX,21076,3,115,1,NYSE,18179095658.0,
881,COMERICA INC /NEW/,CMA,28412,2,2,1,NYSE,6898736961.0,
882,"CareMax, Inc.",CMAX,1813914,1,79,1,NASDAQ,11864995.0,2020
883,Cambium Networks Corp,CMBM,1738177,4,52,7,NASDAQ,99179311.0,2019
884,COMMERCIAL METALS Co,CMC,22444,5,55,1,NYSE,6188079403.0,
885,Capitalworks Emerging Markets Acquisition Corp,CMCA,1865248,2,6,1,NASDAQ,0.0,2022
886,COLUMBUS MCKINNON CORP,CMCO,1005229,5,74,1,NASDAQ,1205738158.0,1996
887,COMCAST CORP,CMCSA,1166691,10,94,1,NASDAQ,153194537565.0,
888,Creative Media & Community Trust Corp,CMCT,908311,6,3,1,NASDAQ,76335582.0,
889,CME GROUP INC.,CME,1156375,2,30,1,NASDAQ,75937344456.0,2002
890,CHIPOTLE MEXICAN GRILL INC,CMG,1058090,3,17,1,NYSE,87390442968.0,2006
891,CUMMINS INC,CMI,26172,5,4,1,NYSE,41300202436.0,
892,CUMULUS MEDIA INC,CMLS,1058623,3,71,1,NASDAQ,44685516.0,
893,Chemomab Therapeutics Ltd.,CMMB,1534248,1,1,5,NASDAQ,9089610.0,2019
894,COMPASS MINERALS INTERNATIONAL INC,CMP,1227654,12,138,1,NYSE,538699300.0,2003
895,"CompoSecure, Inc.",CMPO,1823144,2,10,1,NASDAQ,562122755.0,2020
896,CIMPRESS plc,CMPR,1262976,3,121,10,NASDAQ,2372787526.0,2005
897,COMPASS Pathways plc,CMPS,1816590,1,1,4,NASDAQ,362236139.0,2020
898,"Compass Therapeutics, Inc.",CMPX,1738021,1,7,1,NASDAQ,199504298.0,
899,CHIMERIX INC,CMRX,1117480,1,1,1,NASDAQ,80280399.0,2013
900,CMS ENERGY CORP,CMS,811156,8,49,1,NYSE,17472284411.0,
901,"Claros Mortgage Trust, Inc.",CMTG,1666291,2,21,1,NYSE,1208472059.0,2021
902,COMTECH TELECOMMUNICATIONS CORP /DE/,CMTL,23197,4,52,1,NASDAQ,58371335.0,
903,CNA FINANCIAL CORP,CNA,21175,2,15,1,NYSE,11713583902.0,
904,CENTENE CORP,CNC,1071739,1,23,1,NYSE,39579862000.0,
905,Concord Acquisition Corp II,CNDA,1851959,2,6,,NYSE,0.0,2021
906,CONDUENT Inc,CNDT,1677703,4,92,1,NASDAQ,642523206.0,
907,ZW Data Action Technologies Inc.,CNET,1376321,4,25,3,NASDAQ,7147590.0,
908,"Conifer Holdings, Inc.",CNFR,1502292,2,15,1,NASDAQ,12222881.0,2015
909,Canna-Global Acquisition Corp,CNGL,1867443,2,6,1,NASDAQ,0.0,2022
910,CNH Industrial N.V.,CNHI,1567094,5,74,4,NYSE,14333888582.0,2013
911,"Cinemark Holdings, Inc.",CNK,1385280,3,68,1,NYSE,2146057022.0,2007
912,"Core & Main, Inc.",CNM,1856525,3,133,1,NYSE,11542587612.0,2021
913,CONMED Corp,CNMD,816956,1,35,1,NYSE,2024745697.0,1987
914,"Cannae Holdings, Inc.",CNNE,1704720,3,17,1,NYSE,1448914081.0,2017
915,"CNO Financial Group, Inc.",CNO,1224608,2,128,1,NYSE,2877384866.0,
916,"ConnectOne Bancorp, Inc.",CNOB,712771,2,2,1,NASDAQ,702793987.0,
917,CENTERPOINT ENERGY INC,CNP,1130310,8,31,1,NYSE,18221507268.0,
918,"COHEN & STEERS, INC.",CNS,1284812,2,19,1,NYSE,3484910992.0,2004
919,"Consolidated Communications Holdings, Inc.",CNSL,1304421,10,16,1,NASDAQ,495334138.0,2005
920,"CNS Pharmaceuticals, Inc.",CNSP,1729427,1,1,1,NASDAQ,2286510.0,2019
921,Centessa Pharmaceuticals plc,CNTA,1847903,1,1,4,NASDAQ,894728182.0,2021
922,Context Therapeutics Inc.,CNTX,1842952,1,1,1,NASDAQ,22513731.0,2021
923,CENTURY CASINOS INC /CO/,CNTY,911147,3,33,1,NASDAQ,91079793.0,
924,Cineverse Corp.,CNVS,1173204,3,127,1,NASDAQ,11327433.0,
925,CNX Resources Corp,CNX,1070412,7,13,1,NYSE,3642994968.0,1999
926,Concentrix Corp,CNXC,1803599,4,5,1,NASDAQ,3630215244.0,
927,PC CONNECTION INC,CNXN,1050377,3,41,1,NASDAQ,1678940561.0,
928,"Envoy Medical, Inc.",COCH,1840877,1,24,1,NASDAQ,101527907.0,2021
929,"Vita Coco Company, Inc.",COCO,1482981,9,48,1,NASDAQ,1409000225.0,2021
930,"Cocrystal Pharma, Inc.",COCP,1412486,1,1,1,NASDAQ,15820243.0,
931,"Coda Octopus Group, Inc.",CODA,1334325,5,4,1,NASDAQ,75415610.0,
932,Compass Diversified Holdings,CODI,1345126,3,47,1,NYSE,1702614842.0,2006
933,"Co-Diagnostics, Inc.",CODX,1692415,1,9,1,NASDAQ,34698231.0,2017
934,"Coeptis Therapeutics Holdings, Inc.",COEP,1759186,1,7,1,NASDAQ,12082904.0,2020
935,CAPITAL ONE FINANCIAL CORP,COF,927628,2,2,1,NYSE,55590828686.0,1994
936,CHOICEONE FINANCIAL SERVICES INC,COFS,803164,2,2,1,NASDAQ,184291224.0,
937,"Cogent Biosciences, Inc.",COGT,1622229,1,1,1,NASDAQ,625558644.0,2018
938,COHERENT CORP.,COHR,820318,4,64,1,NYSE,8358843381.0,
939,COHU INC,COHU,21535,5,32,1,NASDAQ,1463137589.0,
940,"Coinbase Global, Inc.",COIN,1679788,2,10,1,NASDAQ,57254469356.0,
941,"Coca-Cola Consolidated, Inc.",COKE,317540,9,48,1,NASDAQ,7709296781.0,1972
942,"COLUMBIA BANKING SYSTEM, INC.",COLB,887343,2,20,1,NASDAQ,3988922409.0,1992
943,AMERICOLD REALTY TRUST,COLD,1455863,2,21,1,NYSE,6311361075.0,2018
944,"COLLEGIUM PHARMACEUTICAL, INC",COLL,1267565,1,1,1,NASDAQ,1163976936.0,2015
945,COLUMBIA SPORTSWEAR CO,COLM,1050797,3,46,1,NASDAQ,4783654560.0,1998
946,"CommScope Holding Company, Inc.",COMM,1517228,4,52,1,NASDAQ,198664032.0,2013
947,"Compass, Inc.",COMP,1563190,4,8,1,NYSE,1621238599.0,2021
948,CONNS INC,CONN,1223389,3,127,1,NASDAQ,92202537.0,2003
949,CONX Corp.,CONX,1823000,2,6,1,NASDAQ,0.0,2020
950,"COOPER COMPANIES, INC.",COO,711404,1,117,1,NASDAQ,17657508271.0,
951,"Traeger, Inc.",COOK,1857853,3,60,1,NYSE,271234409.0,2021
952,Corner Growth Acquisition Corp.,COOL,1829953,2,6,1,NASDAQ,0.0,2021
953,Mr. Cooper Group Inc.,COOP,933136,2,10,1,NASDAQ,5086133883.0,
954,CONOCOPHILLIPS,COP,1163165,7,75,1,NYSE,153215425848.0,
955,"Cencora, Inc.",COR,1140859,1,100,1,NYSE,48051222474.0,
956,CORCEPT THERAPEUTICS INC,CORT,1088856,1,1,1,NASDAQ,2360196446.0,2004
957,"Core Scientific, Inc./tx",CORZ,1839341,2,10,1,NASDAQ,618034338.0,
958,Cosmos Health Inc.,COSM,1474167,1,100,1,NASDAQ,8712733.0,
959,COSTCO WHOLESALE CORP /NEW,COST,909832,3,73,1,NASDAQ,323394272970.0,
960,COTY INC.,COTY,1024305,3,72,1,NYSE,10258635388.0,2013
961,"Coursera, Inc.",COUR,1651562,4,5,1,NYSE,1878644171.0,2021
962,"Coya Therapeutics, Inc.",COYA,1835022,1,1,1,NASDAQ,125066179.0,2022
963,CANADIAN PACIFIC KANSAS CITY LTD/CN,CP,16875,5,104,2,NYSE,76101256000.0,
964,"CORPAY, INC.",CPAY,1175454,3,11,1,NYSE,21829123376.0,
965,CAMPBELL SOUP CO,CPB,16732,9,27,1,NYSE,13369901655.0,
966,CENTRAL PACIFIC FINANCIAL CORP,CPF,701347,2,2,1,NYSE,544146064.0,
967,Canterbury Park Holding Corp,CPHC,1672909,3,45,1,NASDAQ,117411950.0,
968,CUMBERLAND PHARMACEUTICALS INC,CPIX,1087294,1,1,1,NASDAQ,25090032.0,2009
969,CHESAPEAKE UTILITIES CORP,CPK,19745,8,13,1,NYSE,2337921310.0,
970,"Coupang, Inc.",CPNG,1834584,3,41,1,NYSE,41084908896.0,2021
971,Capri Holdings Ltd,CPRI,1530721,3,46,13,NYSE,4142779203.0,2011
972,COPART INC,CPRT,900075,3,29,1,NASDAQ,53582267786.0,1994
973,"CATALYST PHARMACEUTICALS, INC.",CPRX,1369568,1,1,1,NASDAQ,1754983912.0,2006
974,Cooper-Standard Holdings Inc.,CPS,1320461,3,26,1,NYSE,275159664.0,
975,CPS TECHNOLOGIES CORP/DE/,CPSH,814676,3,125,1,NASDAQ,25699011.0,
976,"CONSUMER PORTFOLIO SERVICES, INC.",CPSS,889609,2,10,1,NASDAQ,181505996.0,1992
977,CAMDEN PROPERTY TRUST,CPT,906345,6,3,1,NYSE,10656245504.0,1993
978,"Cepton, Inc.",CPTN,1498233,3,26,1,NASDAQ,46329868.0,2021
979,"Cheniere Energy Partners, L.P.",CQP,1383650,8,88,1,NYSE,23722757418.0,2007
980,Crane Co,CR,1944013,5,65,1,NYSE,8232627084.0,2023
981,"CRA INTERNATIONAL, INC.",CRAI,1053706,3,22,1,NASDAQ,1042666074.0,1998
982,"Corebridge Financial, Inc.",CRBG,1889539,2,58,1,NYSE,16653208167.0,2022
983,"Corbus Pharmaceuticals Holdings, Inc.",CRBP,1595097,1,1,1,NASDAQ,359388949.0,
984,"Caribou Biosciences, Inc.",CRBU,1619856,1,7,1,NASDAQ,335066799.0,2021
985,California Resources Corp,CRC,1609253,7,13,1,NYSE,3803165548.0,2020
986,"Cricut, Inc.",CRCT,1828962,4,4,1,NASDAQ,1168535151.0,2021
987,"Cardiff Oncology, Inc.",CRDF,1213037,1,7,1,NASDAQ,181836078.0,
988,Credo Technology Group Holding Ltd,CRDO,1807794,4,12,1,NASDAQ,3030673796.0,2022
989,Smart Powerr Corp.,CREG,721693,3,11,3,NASDAQ,8520885.0,
990,"CREATIVE REALITIES, INC.",CREX,1356093,4,8,1,NASDAQ,36458840.0,
991,"CARGO Therapeutics, Inc.",CRGX,1966494,,,1,NASDAQ,735301811.0,2023
992,Crescent Energy Co,CRGY,1866175,7,13,1,NYSE,1945684487.0,2021
993,CRH PUBLIC LTD CO,CRH,849395,5,125,9,NYSE,54113253357.0,
994,CARTERS INC,CRI,1060822,3,46,1,NYSE,2554007016.0,2003
995,CURIS INC,CRIS,1108205,1,7,1,NASDAQ,85287410.0,
996,COMSTOCK RESOURCES INC,CRK,23194,7,13,1,NYSE,2873392058.0,
997,Crown Electrokinetics Corp.,CRKN,1761696,4,4,1,NASDAQ,2631634.0,
998,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",CRL,1100682,1,80,1,NYSE,11760637823.0,2000
999,"Salesforce, Inc.",CRM,1108524,4,5,1,NYSE,266061300000.0,2004
1000,CorMedix Inc.,CRMD,1410098,1,1,1,NASDAQ,291949652.0,
1001,AMERICAS CARMART INC,CRMT,799850,3,29,1,NASDAQ,369910711.0,
1002,Cerence Inc.,CRNC,1768267,4,5,1,NASDAQ,404660725.0,
1003,"Crinetics Pharmaceuticals, Inc.",CRNX,1658247,1,1,1,NASDAQ,2931392028.0,2018
1004,Cronos Group Inc.,CRON,1656472,1,56,2,NASDAQ,987564029.0,
1005,"Crocs, Inc.",CROX,1334036,3,103,1,NASDAQ,7586515662.0,2006
1006,CARPENTER TECHNOLOGY CORP,CRS,17843,5,55,1,NYSE,4150640508.0,
1007,CRISPR Therapeutics AG,CRSP,1674416,1,7,11,NASDAQ,4327676465.0,2016
1008,"Corsair Gaming, Inc.",CRSR,1743759,4,62,1,NASDAQ,1167359642.0,2020
1009,Criteo S.A.,CRTO,1576427,3,50,15,NASDAQ,2005845221.0,2013
1010,"CIRRUS LOGIC, INC.",CRUS,772406,4,12,1,NASDAQ,4774864134.0,1989
1011,CORVEL CORP,CRVL,874866,2,43,1,NASDAQ,4079378263.0,
1012,CervoMed Inc.,CRVO,1053691,1,1,1,NASDAQ,146980810.0,
1013,"Corvus Pharmaceuticals, Inc.",CRVS,1626971,1,1,1,NASDAQ,71105944.0,2016
1014,"CrowdStrike Holdings, Inc.",CRWD,1535527,4,5,1,NASDAQ,73545002838.0,2019
1015,CROWN CRAFTS INC,CRWS,25895,3,122,1,NASDAQ,52227667.0,
1016,"CHAMPIONS ONCOLOGY, INC.",CSBR,771856,1,7,1,NASDAQ,68240710.0,
